id,pdga_number,first_name,last_name,city,state,country,nationality,member_since
9394,36325,David,Weaver,Charlotte,NC,US,NULL,2008
9395,37207,Jukka,Leinonen,Nokia,,FI,NULL,2008
9396,41774,A.J.,Muniz,Fajardo,,PR,NULL,2009
9397,42166,Matt,Rush,Mcfarland,WI,US,NULL,2009
9398,48840,Lee,Nusbaum,Valparaiso,IN,US,NULL,2011
9399,49603,Greg,Freeman,Gulf Breeze,FL,US,NULL,2011
9400,52903,Henri,Perälä,Tampere,,FI,NULL,2012
9401,54718,Tommi,Heikkinen,Ylivieska,,FI,NULL,2012
9402,56592,Hyundo,Jang,Anyang,,KR,KR,2013
9403,58599,Topias,Kuhalampi,Pirkkala,,FI,NULL,2013
9404,59092,Carl,Ulvinen,Nybro,,SE,SE,2013
9405,65571,Niko,Kempas,Helsinki,,FI,NULL,2014
9406,65863,Kenny,Goldstein,Dubuque,IA,US,NULL,2014
9407,66576,Kyle,Steed,South Boardman,MI,US,NULL,2014
9408,70557,Joonas,Ahola,Kotka,,FI,NULL,2015
9409,70796,Ole,Einar Aasheim,Siljan,,NO,NULL,2015
9410,73155,Joona,Hämäläinen,Kuopio,,FI,NULL,2015
9411,76792,Tomi,Jokela,Nokia,,FI,NULL,2015
9412,80809,Kristo,Vaikmaa,Lääne-harju Vald / Harjumaa,,EE,EE,2016
9413,81115,Mark,Strother,Maiden,NC,US,NULL,2016
9414,83692,Kyle,Martin,Albert Town,,NZ,NULL,2016
9415,92780,Joosep,Stomma,Kärdla,,EE,NULL,2017
9416,27869,Rebecca,Frazer,Gainesville,FL,US,NULL,2005
9417,31014,Maureen,McErlean,Oakland,NJ,US,NULL,2006
9418,35996,Teresa,Winn,Midvale,UT,US,NULL,2008
9419,50264,Paige,Schultz,Hamptonville,NC,US,NULL,2011
9420,53636,Alicia,Villnave,Interlachen,FL,US,US,2012
9421,59624,Kaylee,Campbell,Saginaw,MI,US,NULL,2013
9424,7190,David,Ross,South Surrey,BC,CA,NULL,1993
9425,8963,Mats,Huldt,Gävle,,SE,NULL,2007
9426,13551,Ben,Long,Bent Mountain,VA,US,NULL,1998
9427,13808,Andreas,Gertsch,Twann,,CH,NULL,1998
9428,13928,Shane,Seal,Picayune,MS,US,NULL,1998
9429,19898,Stephen,Heaps,Clarence Ctr,NY,US,NULL,2002
9430,22851,Robert,Huizar,Rio Rancho,NM,US,NULL,2003
9431,26532,Bob,Cannon,Fredericksbrg,VA,US,NULL,2005
9432,28830,Kari,Vesala,Vantaa,,FI,FI,2006
9433,28854,Brian,Bjortomt,Missoula,MT,US,NULL,2006
9434,32013,Corey,Carlson,Griswold,CT,US,NULL,2007
9435,33680,John,Ricker,Henderson,NV,US,NULL,2007
9436,33816,Kevin,Peterson,Monroe,VA,US,NULL,2007
9437,35555,Ilari,Tuoma,Nummela,,FI,NULL,2008
9438,35772,Mario,Cerniar,Oetwil As,,CH,CH,2008
9439,36590,Chadd,"O'Brien",Manassas,VA,US,NULL,2008
9440,37150,Lukas,Filandr,Prague,,CZ,NULL,2008
9441,37214,Markku,Nirkkonen,Tampere,,FI,NULL,2008
9442,38130,Eric,Vachon,Cochrane,AB,CA,NULL,2009
9444,40249,Brian,Stiltner,Pottsville,PA,US,NULL,2009
9445,40439,Andrew,Kirkner,Richmond,VA,US,NULL,2009
9446,41561,Mark,Huether,Charlotte,NC,US,NULL,2009
9448,42859,Nikolai,Tsouloukidse,Hannover,,DE,NULL,2010
9449,44095,Casey,Connors,Milwaukee,WI,US,NULL,2010
9450,44978,Chris,Brubeck,Wellington,CO,US,NULL,2010
9451,45951,Travis,Reed,Gardner,MA,US,NULL,2010
9452,47167,Ronny,Linnicke,Potsdam,,DE,DE,2011
9453,47984,Dwain,Reeder,Longmeadow,MA,US,US,2011
9454,48788,Eric,Eastwood,Raymore,MO,US,US,2011
9455,53993,Albin,Lindberg,Skellefteå,,SE,NULL,2012
9456,53996,Filip,Stenmark,Skellefteå,,SE,NULL,2012
9457,57345,Emanuel,Kroll,Sonthofen,,DE,NULL,2013
9458,57904,Matt,Marro,Rutland,VT,US,NULL,2013
9459,58188,Anders,Pantzer,Sundbyberg,,SE,NULL,2013
9460,60724,Mason,Slay,Tupelo,MS,US,NULL,2013
9461,64016,Jyrki,Passila,Hyvinkää,,FI,NULL,2014
9462,64071,Szymon,Wacior,Polanica Zdrój,,PL,PL,2014
9463,64617,Cooper,Michael,Slatington,PA,US,NULL,2014
9464,68577,Michal,Kúdela,Jaslovské Bohunice,,SK,NULL,2014
9465,68688,Charles,Hall,Pittsburgh,PA,US,NULL,2014
9467,70702,Dmitri,Putskov,Tampere,,FI,NULL,2015
9469,73215,Jakub,Zdráhal,Přerov,,CZ,NULL,2015
9470,73420,Henry,H2 Hamilton,Aiken,SC,US,US,2015
9471,73826,Marko,Ylitalo,Kerava,,FI,NULL,2015
9472,74316,Anthony,"O'Malley",Campbell,CA,US,NULL,2015
9475,79714,Petri-Mikael,Virtanen,Jyväskylä,,FI,NULL,2015
9478,84105,Justin,Peeler,Greenville,SC,US,NULL,2016
9479,86995,Mariusz,Kielczyk,Wrocław,,PL,NULL,2016
9480,88587,Zach,Haynes,Powder Springs,GA,US,NULL,2016
9481,92577,Ronald,Rotenberg,Viimsi,,EE,NULL,2017
9482,106285,Max,Nash-Howe,,,US,NULL,2018
9483,109749,Taylor,Douglass,Waterbury,VT,US,NULL,2018
9484,49353,Heather,Zimmerman,Apex,NC,US,NULL,2011
9485,56848,Danielle,Dobbs,Nashville,TN,US,NULL,2013
9487,64980,Anne,Kettunen,Palokka,,FI,NULL,2014
9488,66816,Naoyo,Yoshida,Sumida Ku / Tokyo,,JP,NULL,2014
9489,67322,DeNee,Shepherd,Mobile,AL,US,NULL,2014
9490,96845,Mariah,Lawrence,Knoxville,TN,US,NULL,2017
9491,5003,Scott,Scholten,Wyoming,MI,US,NULL,1989
9492,8203,Masaki,Aoki,Higashiyamato,,JP,NULL,2007
9493,8369,Kalle,Savonen,Paimio,,FI,NULL,2007
9497,8557,Jonas,Brolin,Söderhamn,,SE,NULL,2007
9498,8770,Dick,Lampinen,Tammisaari,,FI,NULL,2007
9499,8926,William,Gummesson,Huddinge,,SE,NULL,2007
9500,9010,Jason,Tyra,Grass Valley,CA,US,NULL,1993
9501,13933,Adam,Hazel,Toronto,ON,CA,NULL,1998
9502,18801,Luke,Butch,Koh Samui,,TH,NULL,2001
9503,26165,Dave,Brown,Tsawwassen,BC,CA,NULL,2005
9504,29059,T.J.,Gilbert,Somerset,KY,US,NULL,2006
9505,30636,Toni,Asikainen,Helsinki,,FI,NULL,2006
9506,32927,Per,Gylle,Härnösand,,SE,NULL,2007
9507,39681,Teemu,Malmelin,Nokia,,FI,FI,2009
9508,39875,Markus,Kovalainen,Tampere,,FI,NULL,2009
9509,40759,Kaj,Larsson,Uppsala,,SE,NULL,2009
9510,40858,Sami-Tapani,Kalliokoski,Rovaniemi,,FI,NULL,2009
9511,42875,Todd,Bagwell,Nolensville,TN,US,NULL,2010
9512,43804,Mikko,Viitamaa,Sastamala,,FI,NULL,2010
9513,43930,David,Swärd,Västervik,,SE,NULL,2010
9514,44253,Jyri,Salminen,Turku,,FI,NULL,2010
9515,45174,Juho,Vähätalo,Tampere,,FI,NULL,2010
9516,46780,Pontus,Persson,Eskilstuna,,SE,NULL,2011
9517,47786,Jani,Ikonen,Rauma,,FI,NULL,2011
9518,48012,Max,Thizzle Johnson,Jacksonville,FL,US,NULL,2011
9519,50669,Michael,Robinson,Lawrenceville,GA,US,NULL,2011
9521,52889,Juha,Haukkala,Pojanluoma,,FI,NULL,2012
9522,52896,Jani,Määttänen,Kalajoki,,FI,NULL,2012
9523,52966,Paavo,Viljanen,Tampere,,FI,NULL,2012
9524,53117,Marvin,Tetzel,Wolfenbüttel,,DE,DE,2012
9525,55724,Codey,Faircloth,Daphne,AL,US,NULL,2012
9526,56161,Matt,Dixon,Nanaimo,BC,CA,NULL,2012
9527,56261,Kevin,Wiggins,Rocky Mount,NC,US,NULL,2012
9528,56368,Dylan,Holt,Ellijay,GA,US,NULL,2012
9529,57259,Jali,Veranen,Raisio,,FI,NULL,2013
9530,57993,Rhys,Kruger,Ormeau Hills / Qld,,AU,NULL,2013
9532,58908,Lasse,Paju,Turku,,FI,NULL,2013
9533,59485,Derek,Hollis,Cartersville,GA,US,NULL,2013
9535,62059,Patrick,Robinson,Waurn Ponds / Vic,,AU,AU,2013
9537,65993,Daniel,Koivunen,Stockholm,,SE,NULL,2014
9538,67323,Jerimie,Gates,Mobile,AL,US,NULL,2014
9539,67712,Brady,Kuech,Wellington,,NZ,NULL,2014
9540,69308,Rodney,Pressley,Matthews,NC,US,US,2014
9542,81269,Joni,Lahti,Kurikka,,FI,NULL,2016
9543,87464,Dennis,Possen,Mainz,,DE,NULL,2016
9544,26616,Miranda,Bishop,Wichita,KS,US,NULL,2005
9545,27303,Molly,Barnes,Portland,OR,US,NULL,2005
9546,38971,Amanda,Walker,Norman,OK,US,NULL,2009
9547,39726,Kira,Damusis,Whitmore Lake,MI,US,NULL,2009
9548,41758,Lacey,Ashbaugh,,,US,NULL,2009
9549,53200,Jackolyn,Halstead,Bend,OR,US,US,2012
9550,53268,Carlee,Pruitt,Redmond,WA,US,NULL,2012
9551,57497,Daiva,McCandless,Hickory,NC,US,NULL,2013
9552,59537,Robin,Sampson,Portland,OR,US,NULL,2013
9554,34483,Emily,Landherr,Philadelphia,PA,US,NULL,2008
9555,46881,Jessika,Edvardsson,Alingsås,,SE,NULL,2011
9556,53966,McKayla,Thomas,Fort Collins,CO,US,NULL,2012
9558,15024,Chris,Pepperling,Arlington,TX,US,NULL,1999
9559,16126,Daniel,Stacey,Norman,OK,US,NULL,2000
9560,16779,Mike,Murphy,Kansas City,MO,US,NULL,1999
9561,18116,Steve,Heckathorne,Gahanna,OH,US,US,2001
9562,20695,Scott,Slater,Livonia,MI,US,NULL,2002
9563,21251,Eddie,McCulley,Des Moines,IA,US,US,2002
9564,21683,Jere,Eshelman,Penn Valley,CA,US,NULL,2003
9565,22118,Joe,Messer,Phoenix,AZ,US,NULL,2003
9566,23182,Scott,Herring,Kansas City,MO,US,NULL,2003
9567,23240,Josh,Barber,Port St Lucie,FL,US,NULL,2003
9569,24500,Justin,Ernst,,,US,US,2004
9570,25008,Josh,Creamer,Hays,KS,US,NULL,2004
9571,25791,Shane,Ownby,Nashville,TN,US,NULL,2004
9572,25830,Eric,Gallusser,Louisville,KY,US,NULL,2004
9573,26427,Erno,Väyrynen,Turku,CA,FI,NULL,2005
9574,27209,Marshall,McGill,Denver,CO,US,US,2005
9575,27493,Scott,Melrose,Lenexa,KS,US,NULL,2005
9576,27522,J.,Davis Massey-Miller,Huntington Beach,CA,US,NULL,2005
9577,29891,Tim,Mirabal,Collinsville,OK,US,NULL,2006
9578,30003,Mike,Oliveros,Saint Louis,MO,US,NULL,2006
9579,30286,Daniel,Riendeau,Clearwater,FL,US,NULL,2006
9580,31541,Jordan,Mardis,Boise,ID,US,NULL,2006
9581,33595,Steve,Duros,Columbus,OH,US,NULL,2007
9582,34567,Wesley,Valiant,Colorado Springs,CO,US,US,2008
9584,37864,Derek,Evans,Grand Blanc,MI,US,NULL,2008
9585,39316,Aaron,Walther,Saint Louis,MO,US,NULL,2009
9586,40936,Casey,Fluty,Wichita,KS,US,NULL,2009
9587,40945,Kyle,Dutter,Ninnekah,OK,US,NULL,2009
9588,41673,Xander,Waibel,Wilsonville,OR,US,NULL,2009
9589,42142,Jon,Benedick,Gilbert,AZ,US,NULL,2009
9590,42351,Eli,Hollist,Pine,CO,US,NULL,2010
9591,42654,Richard,Kilander,Göteborg,,SE,NULL,2010
9592,44502,Shane,Timberlake,Boise,ID,US,NULL,2010
9593,44885,Charles,Coleman,Greer,SC,US,NULL,2010
9594,45445,Matt,Ashworth,Midway,UT,US,NULL,2010
9595,45624,Jordan,Hinck,Independence,MO,US,NULL,2010
9597,45847,Clayton,Adams,Mesa,AZ,US,NULL,2010
9599,47642,Ron,Arena,Webster,NY,US,NULL,2011
9600,49365,Michael,Baranowski,San Diego,CA,US,NULL,2011
9601,50006,Jory,Reid,Hood River,OR,US,US,2011
9602,50421,Michael,Moulton,Glencoe,CA,US,NULL,2011
9603,50902,Michael,Knowles,Friday Harbor,WA,US,NULL,2011
9604,51273,Trevor,Wenholz,Mesquite,TX,US,NULL,2012
9605,51749,Jesse,Holt,Ponca City,OK,US,NULL,2012
9606,51870,Sean,Kelly,Harrisville,UT,US,NULL,2012
9607,52280,Dallas,Snow-Ramirez,San Marcos,CA,US,NULL,2012
9608,52312,Nathaniel,Shifley,Lexington,OH,US,NULL,2012
9609,52913,Reid,McConnell,Fort Collins,CO,US,NULL,2012
9610,53246,Tyler,Kewley,West Linn,OR,US,NULL,2012
9612,54940,Mike,Unruh,Wichita,KS,US,US,2012
9613,56223,David,Casas,Davenport,IA,US,NULL,2012
9614,57922,Jordan,Noot,Spanaway,WA,US,NULL,2013
9615,58072,Isaac,Lockwood,Redding,CA,US,NULL,2013
9616,58237,Nathan,Long,Spring Hill,TN,US,NULL,2013
9617,58386,Marian,Ludwig,Rehau,,DE,NULL,2013
9619,61422,Zachary,Mitchell,Gaylord,MI,US,NULL,2013
9621,62920,Andrew,Puerner,Mesa,AZ,US,NULL,2014
9622,63804,Nicholas,Casey,Walla Walla,WA,US,NULL,2014
9623,66595,Evan,Jones,Avon,CO,US,NULL,2014
9625,67122,Rick,Saffeels,Salem,OR,US,NULL,2014
9626,69690,Robbie,Henderson,Scottsdale,AZ,US,NULL,2014
9628,78078,Christopher,Caulfield,Norman,OK,US,NULL,2015
9629,79259,Eric,Butler,Broomfield,CO,US,NULL,2015
9630,79458,Bradley,Deshotel,Dallas,TX,US,NULL,2015
9632,4567,Kurt,Karlsson,Skogås,,SE,NULL,1995
9633,6642,Gregor,Marter,Odeceixe,,PT,NULL,1992
9635,8498,Jan-Mikael,Uusikylä,Tammisaari,,FI,NULL,2007
9636,8558,Peter,Bygde,Tullinge,,SE,SE,2007
9637,8575,Victor,Skywalker Nyhuus,Järfälla,,SE,NULL,2007
9638,8785,Daniel,Skymberg,Åkersberga,,SE,NULL,2007
9640,24148,Santos,Montoya,Colorado Springs,CO,US,NULL,2004
9641,25823,Henrik,Wahlman,Linköping,,SE,NULL,2004
9642,27554,Juho,Rantalaiho,Turku,,FI,NULL,2005
9643,28832,Petri,Määränen,Vantaa,,FI,NULL,2006
9644,28839,Sami,Poimala,Vantaa,,FI,NULL,2006
9645,30939,Joakim,Broman,Skellefteå,,SE,NULL,2006
9646,31549,Håvard,G. Frøysa,Fyllingsdalen,,NO,NULL,2006
9647,32855,Zack,Attack,Fayetteville,AR,US,NULL,2007
9648,33925,Sam,Hazewinkel,Jones,OK,US,NULL,2007
9649,35561,Paavo,Torkkola,Turku,,FI,NULL,2008
9650,38468,Brandon,Nelson,North Newton,KS,US,NULL,2009
9651,39087,Dusty,Eubanks,Kennedale,TX,US,NULL,2009
9652,39737,Seth,Cook,Sand Springs,OK,US,AQ,2009
9653,41248,Kristian,Kosonen,Vanhalinna,,FI,NULL,2009
9654,42529,Jason,Stone,Clark,MO,US,NULL,2010
9655,42727,Martin,Rasch,Fornåsa,,SE,NULL,2010
9657,44707,Tuomo,Tanskanen,Nummela,,FI,FI,2010
9658,45424,Christoffer,Eriksson,Forshaga,,SE,NULL,2010
9659,46879,Pontus,Snäll,Kumla,,SE,SE,2011
9662,47791,Jani,Winterhalter,Espoo,,FI,FI,2011
9663,48163,Anton,Kappling,Falun,,SE,NULL,2011
9664,50678,Brad,Mizerany,Birmingham,AL,US,NULL,2011
9666,55007,Robert,Smith,Huntington Beach,CA,US,NULL,2012
9667,55737,Daniel,Runnvik,Falun,,SE,SE,2012
9668,57091,Anre,Vooremaa,Tallinn / Harjumaa,,EE,NULL,2013
9669,57815,Petri,Mäki,Jämijärvi,,FI,NULL,2013
9670,59982,Emil,Håkansson,Uppsala,,SE,NULL,2013
9671,64090,Weston,Turner,Fort Worth,TX,US,NULL,2014
9677,22056,Erin,White,Pasadena,CA,US,NULL,2003
9678,30499,Melissa,Martin,Peninsula,OH,US,NULL,2006
9679,59872,Dena,Laudon,North Brookfield,MA,US,NULL,2013
9680,62649,Mary,Romero,Benicia,CA,US,NULL,2014
9681,62732,Cady,Miller,Rancho Cordova,CA,US,NULL,2014
9682,62894,Ashley,Toomey,Gardner,MA,US,US,2014
9683,2938,Stan,McDaniel,Indian Trail,NC,US,NULL,1986
9684,6803,Steve,Forneris,Homer Glen,IL,US,NULL,1992
9685,7846,Michael,Raley,Rcho Sta Marg,CA,US,NULL,1993
9686,12064,David,Berglund,Skelleftea,,SE,NULL,1997
9687,14610,Todd,Ebens,Madison,WI,US,NULL,1999
9688,16128,Robert,W. Habert III,Lafayette,IN,US,NULL,2000
9689,16799,Chris,Schmidt,Austin,MN,US,NULL,2000
9690,16910,Tom,Schodtler,Antioch,IL,US,US,2000
9691,17036,Scott,Walsh,Baton Rouge,LA,US,NULL,2000
9692,17624,Tyler,Christensen,Troutdale,OR,US,NULL,2000
9693,17782,Jason,Lawrance,Slaughterville,OK,US,NULL,2001
9694,17859,Ronald,Huffman,Apex,NC,US,NULL,2001
9695,18408,Chris,Foss,Aptos,CA,US,NULL,2001
9696,18512,Anthony,Bee,Huntington Beach,CA,US,NULL,2001
9697,20046,Jose,Diaz,Wauconda,IL,US,NULL,2002
9698,20504,Jeremy,Yoduh Thornton,Spokane,WA,US,NULL,2002
9699,21541,Robbie,Bratten,Houston,TX,US,NULL,2002
9700,22373,Travis,Guillen,Corpus Christi,TX,US,NULL,2003
9701,22865,Nicholas,Rapp,Princeton,IL,US,NULL,2003
9702,22926,Justin,Scoggins,Los Angeles,CA,US,NULL,2003
9703,23188,Bobby,Cowperthwait,Norwalk,CT,US,NULL,2003
9704,23634,Steve,Slater,Morris,IL,US,NULL,2003
9705,24414,Michael,Robinson,Bettendorf,IA,US,NULL,2004
9706,24460,Brice,Longerbone,Joshua,TX,US,NULL,2004
9707,24562,Dustin,Fee,Peoria,IL,US,NULL,2004
9708,25734,Ross,Pancoast,Gaithersburg,MD,US,NULL,2004
9709,25756,Keith,Forshee,Arlington,VA,US,NULL,2004
9710,26608,David,Kociuba,Vero Beach,FL,US,NULL,2005
9711,27067,Jay,Klein,Willow Grove,PA,US,NULL,2005
9712,27099,Ben,Verkamp,Evansville,IN,US,NULL,2005
9713,27442,Guy,Boyan,Austin,TX,US,NULL,2005
9714,27515,Jeremy,Brumley,Austin,TX,US,NULL,2005
9715,27977,Ian,Liddell,Bluemont,VA,US,NULL,2005
9716,28057,Jordan,Merriman,Washington,IL,US,NULL,2005
9717,28148,Alex,Wells,Burlington,NC,US,NULL,2005
9718,28504,Justin,Cogan,Fogelsville,PA,US,NULL,2006
9719,28953,Jaysin,Smith,Branson,MO,US,NULL,2006
9720,29182,Lon,Reilly,Beloit,WI,US,NULL,2006
9721,29352,Nate,Krahn,Blue Bell,PA,US,NULL,2006
9722,29851,Ben,Blake,Waterloo,IA,US,US,2006
9723,30060,Kenny,Glassman,Santa Rosa,CA,US,NULL,2006
9724,30079,Javier,Toucet,Lubbock,TX,US,NULL,2006
9725,30541,Chad,Nelson,Playa Del Rey,California,AU,NULL,2006
9726,30613,Tate,Handy,Portage,MI,US,NULL,2006
9727,30646,Adam,Morrow,Monroe,LA,US,NULL,2006
9728,30756,Kevin,Clark,Herndon,VA,US,NULL,2006
9729,31357,Daniel,Mowka,Columbus,OH,US,US,2006
9730,32685,Tony,Maccarino,Lapeer,MI,US,NULL,2007
9731,32934,Greg,Sorensen,Salt Lake City,UT,US,NULL,2007
9732,33021,Adam,Harris,Magnolia,NJ,US,NULL,2007
9733,33169,Jim,Misuraca,O Fallon,MO,US,NULL,2007
9734,33306,Cameron,Lincoln,Bradenton,FL,US,NULL,2007
9735,33642,Kyle,Hemminger,Andover,MN,US,NULL,2007
9736,34276,Tucker,Williams,Savannah,GA,US,NULL,2008
9737,34977,Mat,Crider,Chattanooga,TN,US,NULL,2008
9738,35165,Lester,Buddy Lee Sloan,Homewood,IL,US,NULL,2008
9739,36205,Robert,Pina,Grants Pass,OR,US,NULL,2008
9740,37149,Dustin,Williams,Norman,OK,US,NULL,2008
9741,37504,Roman,Korol,Highland Park,IL,US,NULL,2008
9742,38169,Gregory,Mosley,Monticello,IL,US,US,2009
9743,38721,Finnan,McClellan,Gruver,TX,US,NULL,2009
9744,39065,Kevin,Baldwin,Battle Creek,MI,US,NULL,2009
9745,39569,Tyler,Kind,Highland,MI,US,NULL,2009
9746,40187,Raymond,Sanchez,Tukwila,WA,US,NULL,2009
9747,40906,John,Montgomery,Alfred,ME,US,NULL,2009
9748,41166,Jonathan,Radin,Jonesboro,AR,US,NULL,2009
9749,42223,Jeff,Spohr,Huntington Beach,CA,US,NULL,2010
9750,43083,David,Lackey,Bozeman,MT,US,NULL,2010
9751,43154,Dale,Wrobel,Wixom,MI,US,NULL,2010
9752,43527,Kyle,Sawtelle,Stowe,VT,US,NULL,2010
9753,43716,Kyle,Chapman,Montgomery,IL,US,NULL,2010
9754,44348,Chris,Shuman,Omaha,NE,US,NULL,2010
9755,44665,Aaron,Fahey,Caryville,FL,US,NULL,2010
9756,44824,Curtis,Miller,Colorado Springs,CO,US,NULL,2010
9757,45385,Justin,Anderson,Taylorsville,UT,US,NULL,2010
9758,47296,Phillip,Moore,Gadsden,AL,US,NULL,2011
9759,48153,Tom,Nier,Green Bay,WI,US,NULL,2011
9760,48180,Scott,Bishop,St Petersburg,FL,US,NULL,2011
9761,48470,Ryan,Guiher,Cheektowaga,NY,US,NULL,2011
9762,49224,Barry,Hutton,Milford,MI,US,NULL,2011
9763,49255,Raymond,Oberley Jr,Hibbing,MN,US,NULL,2011
9764,49767,Mike,Storrs,Longmont,CO,US,US,2011
9765,51083,Jason,Carr,Puyallup,WA,US,NULL,2011
9766,51143,Jordan,Morris,Daytona Beach,FL,US,NULL,2012
9767,51531,Barrett,Johnson,Theodore,AL,US,NULL,2012
9768,51976,Brad,Dunham,Lakeport,CA,US,NULL,2012
9769,52011,Gregory,Fagereng,Brainerd,MN,US,NULL,2012
9770,53053,David,Smith,Portland,OR,US,NULL,2012
9771,53190,James,Ninja Cain,Spring,TX,US,NULL,2012
9772,53783,Trey,Magby,Lubbock,TX,US,NULL,2012
9773,53953,Steve,Dresser,Kansas City,MO,US,NULL,2012
9774,54018,Anthony,Rodriguez,Lockport,IL,US,NULL,2012
9775,55036,Dillan,McKinley,Pekin,IL,US,NULL,2012
9776,55510,Dustin,Keith,Ridgeland,MS,US,NULL,2012
9777,56954,Wade,Krueger,Stevens Point,WI,US,NULL,2013
9779,58341,Brian,Wiles,Peru,IN,US,NULL,2013
9780,58735,Wade,Robertson,Florissant,MO,US,NULL,2013
9781,59172,Tony,Gerou,Traverse City,MI,US,NULL,2013
9782,59300,Matt,Miller,Spokane,WA,US,NULL,2013
9783,59699,Justin,Summie,Johnson City,TN,US,NULL,2013
9784,60657,Albert,Zamora,Huntington Beach,CA,US,NULL,2013
9786,66219,Dillon,Meadows,Evans,GA,US,NULL,2014
9787,66308,Brandon,Wittmeier,Oak Point,TX,US,US,2014
9788,66371,Will,McInnis,Metairie,LA,US,NULL,2014
9789,67587,Tyler,Belknap,Austin,MN,US,NULL,2014
9790,68128,Jacob,Mueller,Kingsport,TN,US,NULL,2014
9791,68751,Matt,Wildenborg,Red Wing,MN,US,NULL,2014
9792,69474,Scottie,Robinson,Jonesboro,AR,US,NULL,2014
9793,71005,Justin,Clarke,Satsuma,AL,US,NULL,2015
9794,25408,Sandahl,Tolbert,Wilmington,DE,US,NULL,2004
9795,28355,Kit,Bassett,South River,NJ,US,NULL,2005
9796,48199,Alison,Blakeman,Kennewick,WA,US,NULL,2011
9797,51608,Maria,Montano,Pittsburgh,PA,US,NULL,2012
9798,55288,Ellinoora,Heikkilä,Espoo,,FI,NULL,2012
9799,61818,Hannah,Zimmerle,Dayton,OH,US,NULL,2013
9800,63422,Synthya,Whitaker,Eatonton,GA,US,NULL,2014
9801,64253,Katharina,Gusenbauer,Ried I D Riedmark,,AT,NULL,2014
9802,66959,Anna-Karin,Wolset,Colmar,PA,US,NULL,2014
9803,4070,Frank,Buchholz,Hamburg,,DE,NULL,1987
9805,8388,Niklas,Stenroos,Turku,,FI,NULL,2007
9806,8398,Jean-Louis,Tanghe,"Braine L'alleud",,BE,BE,2007
9807,8463,Jonni,Rechardt,Vantaa,,FI,NULL,2007
9810,8675,Jonas,Lindholm,Johanneshov,,SE,NULL,2007
9813,8955,Henrik,Söderlund,Sveg,,SE,SE,2007
9814,8959,Magnus,Stenlund,Boliden,,SE,NULL,2007
9817,13954,Andrew,Burbee,Lakeport,CA,US,NULL,1998
9818,19362,Michael,Olse,Austin,TX,US,NULL,2001
9819,22290,Garrett,Maddox,Xenia,OH,US,NULL,2003
9820,22501,Zacchaeus,Nash,Dayton,OH,US,NULL,2003
9821,25139,Joshua,Smith,Fairmont,WV,US,US,2004
9822,25901,Max,Crotts,Greenville,NC,US,NULL,2004
9823,26424,Harri,Hynönen,Rajamäki,,FI,NULL,2005
9824,26425,Joonas,Hynönen,RajamäKi,,FI,NULL,2005
9825,26586,Linus,Åström,Skellefteå,,SE,NULL,2005
9826,27556,Tomi,Nieminen,Nummela,,FI,NULL,2005
9827,29050,Jonas,Grundén,Nödinge,,SE,NULL,2006
9829,29698,Sebastian,Larsson,Skellefteå,,SE,NULL,2006
9830,29784,Jukka,Pyhältö,Hyvinkää,,FI,NULL,2006
9831,29870,Walter,Winnington,Newport News,VA,US,NULL,2006
9833,30940,Jesse,Heinonen,Tampere,,FI,NULL,2006
9834,31635,Chris,Clausing,Schiedam,,NL,NULL,2007
9835,32478,Rauli,Lehtinen,Helsinki,,FI,NULL,2007
9836,33855,Vincent,Gautron,"L'hermenault",,FR,NULL,2007
9837,35407,Michael,Falconio,Rochester,NY,US,NULL,2008
9838,35639,Drew,Merino,Lewiston,NY,US,NULL,2008
9840,38238,Thomas,Finborud,Oslo,,NO,NULL,2009
9841,38490,Christian,Granberg,Kristinehamn,,SE,NULL,2009
9842,38735,Kyle,Newton,Phoenixville,PA,US,NULL,2009
9843,41294,Steve,Hollenzer,Virginia Beach,VA,US,NULL,2009
9844,41934,Gabrielius,Gricius,Vilnius,,LT,LT,2009
9845,42232,Andre,Johnsen,Skien,,NO,NULL,2010
9846,42248,Marcus,Soddano Jorde,Rådal,,NO,NULL,2010
9847,42266,Markus,Pohjolainen,Karjaa,,FI,NULL,2010
9848,43245,Emil,Snällfot,Norrköping,,SE,NULL,2010
9851,46901,Rune,Langemyr,Eydehavn,,NO,NULL,2011
9852,46943,Jani,Mäkelä,Turku,,FI,NULL,2011
9853,47893,Travis,Dick,Williamstown,WV,US,NULL,2011
9855,48603,Teemu,Holappa,Kempele,,FI,NULL,2011
9856,49104,Mikko,Laihonen,Turku,,FI,NULL,2011
9857,50028,Veli-Pekka,Luoma,Petäjävesi,,FI,NULL,2011
9859,51589,Kalle,Laakso,Turku,,FI,NULL,2012
9860,51690,Tauno,Tõld,Tampere,,FI,NULL,2012
9862,53392,Antti,Koivula,Turku,,FI,NULL,2012
9863,53416,Chris,Lachendro,Butler,PA,US,NULL,2012
9865,55772,Otto,Järvinen,Vantaa,,FI,NULL,2012
9867,56964,Pat,Quinn,Virginia Beach,VA,US,NULL,2013
9868,57272,Mikael,Hyväri,Oulu,,FI,NULL,2013
9869,57357,T.K.,Seifert,Heilshorn,,DE,NULL,2013
9870,57506,Antti,Suominen,Raisio,,FI,NULL,2013
9873,58864,Richard,Cambio,Colden,NY,US,NULL,2013
9874,58925,Joakim,Vauhkonen,Turku,,FI,NULL,2013
